iter	RMSE
381	0.04406165764
382	0.0440570387
383	0.04404566747
384	0.04404515372
385	0.04403840062
386	0.04403402972
387	0.04403336514
388	0.04403161433
389	0.04402240639
390	0.04401791366
391	0.04401667816
392	0.04401107154
393	0.04399508412
394	0.04399447425
395	0.04398962567
396	0.04398901305
397	0.04398030471
398	0.04396205639
399	0.04394917808
400	0.04394801888
401	0.0439401334
402	0.04393854924
403	0.04392815442
404	0.04392457581
405	0.04392139422
406	0.04391887006
407	0.04391592483
408	0.04391514147
409	0.04390843673
410	0.04390403287
411	0.04388903726
412	0.04387746808
413	0.04386033084
414	0.04385977809
415	0.04383974332
416	0.04383046286
417	0.0438266172
418	0.04382186102
419	0.04381036524
420	0.04379192079
421	0.04379147153
422	0.04379027814
423	0.04378996755
424	0.04378960391
425	0.04376949761
426	0.04375663513
427	0.04375248314
428	0.04373569029
429	0.04372976894
430	0.04372454384
431	0.04372122779
432	0.0437169405
433	0.04371668638
434	0.04370889856
435	0.04370736148
436	0.04369903053
437	0.04369872122
438	0.04369449893
439	0.04367986448
440	0.04367592598
441	0.04367540196
442	0.04367441552
443	0.04366719653
444	0.04366199174
445	0.04366127285
446	0.04365767061
447	0.04365387766
448	0.04365374128
449	0.04364466492
450	0.04363961187
451	0.04363193147
452	0.04362379008
453	0.04361575694
454	0.04360943436
455	0.04360754256
456	0.04359322446
457	0.04359115433
458	0.04358570849
459	0.0435705449
460	0.04356925245
461	0.04356070912
462	0.04355720767
463	0.04355290536
464	0.04355269929
465	0.04354407002
466	0.04353371057
467	0.04352005242
468	0.04351995732
469	0.0435197772
470	0.04351896622
471	0.04351687034
472	0.04350275855
473	0.04349342756
474	0.04348854596
475	0.04348549385
476	0.04348493203
477	0.04348327041
478	0.04348280091
479	0.04347700162
480	0.04346465935
481	0.04346399769
482	0.0434616721
483	0.04345550746
484	0.04344647918
485	0.04344536435
486	0.04343512939
487	0.04343289248
488	0.04342985696
489	0.04342934713
490	0.04342300876
491	0.04342242249
492	0.0434092312
493	0.04340068402
494	0.043398911
495	0.043398479
496	0.04339502939
497	0.04338217502
498	0.04337392904
499	0.04336520722
500	0.04336387953
501	0.04335715602
502	0.04335569531
503	0.04335455333
504	0.04335025916
505	0.04334648209
506	0.04334130403
507	0.04334089706
508	0.04333895087
509	0.04332872512
510	0.04331727467
511	0.04331604845
512	0.04331579529
513	0.04330136225
514	0.04329824165
515	0.04329534848
516	0.04328859112
517	0.04328730494
518	0.0432838857
519	0.04328349418
520	0.04327268873
521	0.04327173036
522	0.04326940985
523	0.04326823976
524	0.04326606917
525	0.04325435003
526	0.04325138072
527	0.04325111163
528	0.04325064451
529	0.04324895357
530	0.04324750022
531	0.04324705382
532	0.04324243387
533	0.04324102895
534	0.04324020656
535	0.04323805149
536	0.04323770132
537	0.04323724883
538	0.04322986642
539	0.04322033688
540	0.04321990957
541	0.0432108014
542	0.04320538971
543	0.04320235402
544	0.04319958721
545	0.04319851181
546	0.04319602556
547	0.04319569585
548	0.04318843469
549	0.0431869927
550	0.04318227632
551	0.04316845523
552	0.04316796062
553	0.04316534232
554	0.0431587505
555	0.04315831407
556	0.04315351907
557	0.04315100572
558	0.04314696124
559	0.04314164764
560	0.04314084181
561	0.04313945529
562	0.04311419274
563	0.04311276342
564	0.04311026244
565	0.04310985644
566	0.04310663434
567	0.04310003169
568	0.04307610164
569	0.04307562894
570	0.04307366398
571	0.04307339234
572	0.04306157772
573	0.04305781636
574	0.04305298022
575	0.04305261459
576	0.04304500332
577	0.04304472393
578	0.04303223252
579	0.04303169835
580	0.04303033667
581	0.04302650235
582	0.04301897198
583	0.04301772972
584	0.04301626156
585	0.04301239297
586	0.0430115791
587	0.0430029855
588	0.04299624528
589	0.04297948649
590	0.04297910688
591	0.04297878877
592	0.04297481064
593	0.04297358917
594	0.04296629136
595	0.04295987672
596	0.04295869957
597	0.04295295936
598	0.04294883305
599	0.04294605101
600	0.04294554234
601	0.04294322246
602	0.04293814535
603	0.04293288984
604	0.0429292908
605	0.04292555214
606	0.0429254042
607	0.04292410649
608	0.04292311446
609	0.04291554924
610	0.04291051923
611	0.04291006128
612	0.04290823938
613	0.04289280544
614	0.04288015065
615	0.04287443014
616	0.0428704661
617	0.04286549774
618	0.04286128797
619	0.04286100813
620	0.04285740011
621	0.04285217788
622	0.04284671752
623	0.04284136881
624	0.04283880241
625	0.042833425
626	0.04283235393
627	0.04282340544
628	0.04281161579
629	0.04280635686
630	0.04280480089
631	0.04280474266
632	0.04280312123
633	0.04280287334
634	0.04279670916
635	0.04279542835
636	0.04279518494
637	0.04279457597
638	0.04277211721
639	0.04277124115
640	0.04276839457
641	0.04276480571
642	0.04276461219
643	0.04276424147
644	0.04276317851
645	0.0427599897
646	0.0427505551
647	0.0427481085
648	0.04274780733
649	0.04274499702
650	0.04273912915
651	0.04273104006
652	0.04272871657
653	0.04272834529
654	0.04272352896
655	0.04272320497
656	0.04272198753
657	0.04272060052
658	0.04272030443
659	0.04271538506
660	0.04271509277
661	0.04271061866
662	0.0427092833
663	0.04270177216
664	0.04269621868
665	0.04269256913
666	0.04268913748
667	0.04268771964
668	0.04268299528
669	0.0426725616
670	0.04267228092
671	0.04266917139
672	0.04266891562
673	0.04266821286
674	0.04265951022
675	0.04265883083
676	0.04265566669
677	0.04265544167
678	0.04265489709
679	0.04265220952
680	0.04264203863
681	0.04263930219
682	0.0426367261
683	0.04263429789
684	0.04263292908
685	0.04263235459
686	0.04262972857
687	0.04262936849
688	0.04262433061
689	0.04262298925
690	0.04262027706
691	0.04261290383
692	0.04261231709
693	0.04260976915
694	0.04260888653
695	0.0426083887
696	0.04260537545
697	0.04260449721
698	0.04260313589
699	0.04260193712
700	0.04259803216
701	0.04259690176
702	0.04258781689
703	0.04258587736
704	0.04258456534
705	0.0425788891
706	0.04257544828
707	0.04257231819
708	0.04257009917
709	0.04256916459
710	0.04256673379
711	0.04256465012
712	0.04255929206
713	0.04255799749
714	0.04255666953
715	0.04253204381
716	0.04253143297
717	0.04252954054
718	0.04252742069
719	0.04252556676
720	0.04251873776
721	0.04251784508
722	0.04251157566
723	0.04250837248
724	0.04250439543
725	0.04248547896
726	0.04248352734
727	0.04248168215
728	0.04247995349
729	0.04247371115
730	0.04245209422
731	0.04245026221
732	0.04244857404
733	0.04244737892
734	0.04244051431
735	0.04243797069
736	0.04243134177
737	0.04242962106
738	0.04242851491
739	0.04241924381
740	0.04241795875
741	0.04241312076
742	0.04241052288
743	0.04240752637
744	0.04240312233
745	0.04240245901
746	0.04239665753
747	0.04239190871
748	0.04238852055
749	0.04238810655
750	0.0423835297
751	0.04236055552
752	0.04235849858
753	0.04235418479
754	0.04235375578
755	0.0423520021
756	0.04235119892
757	0.04235023102
758	0.04234220628
759	0.04233348573
760	0.04233013455
761	0.0423257435
762	0.04232040633
763	0.04231936842
764	0.04231043843
765	0.04229329618
766	0.04228135135
767	0.04227911058
768	0.0422782059
769	0.04227643859
770	0.0422701573
771	0.04225664602
772	0.04224833487
773	0.04224759504
774	0.04224644699
775	0.04224607291
776	0.04224538735
777	0.04223215635
778	0.04223158594
779	0.0422159384
780	0.04221574994
781	0.0422108574
782	0.04220732709
783	0.04219965179
784	0.0421989811
785	0.0421983907
786	0.04219734273
787	0.04219609797
788	0.04219483407
789	0.04219361663
790	0.04218676104
791	0.04218606606
792	0.04217639844
793	0.04216908633
794	0.04216825423
795	0.04216799551
796	0.04216688893
797	0.04216587688
798	0.04216370074
799	0.0421629706
800	0.04216234209
801	0.04215714401
802	0.04215447441
803	0.042143346
804	0.04214319205
805	0.04214204654
806	0.04214050236
807	0.04212783386
808	0.04212636632
809	0.04212560516
810	0.04212469641
811	0.0421191224
812	0.04211603933
813	0.04211313465
814	0.04210795929
815	0.04210712155
816	0.04210615827
817	0.04210423828
818	0.04210053845
819	0.04209724179
820	0.0420869
821	0.04208513836
822	0.042084045
823	0.04208300489
824	0.04208248324
825	0.04208193641
826	0.04208096188
827	0.04207696648
828	0.0420761674
829	0.04207572451
830	0.04207089728
831	0.04206985277
832	0.04206501304
833	0.04206137729
834	0.04206134557
835	0.04205480532
836	0.04204931313
837	0.04204918567
838	0.04204535607
839	0.04203860835
840	0.04203662099
841	0.04203183484
842	0.04203072042
843	0.04203038191
844	0.04202772474
845	0.04202620291
846	0.04202521607
847	0.0420229171
848	0.04201544485
849	0.04201448921
850	0.04201210575
851	0.04201120067
852	0.04200921475
853	0.04200114777
854	0.04199519232
855	0.04199386232
856	0.04198896464
857	0.04198821205
858	0.04198750656
859	0.04198035369
860	0.0419747857
861	0.04197412371
862	0.04197274139
863	0.04196194957
864	0.04195811432
865	0.04195681415
866	0.0419560638
867	0.04195412686
868	0.04195373116
869	0.04195083557
870	0.04194812985
871	0.0419477737
872	0.04194295805
873	0.04193709613
874	0.04193675927
875	0.04193526757
876	0.04192967786
877	0.04192244511
878	0.04191286359
879	0.04191193546
880	0.04191156879
881	0.0419105484
882	0.04191007074
883	0.04190460516
884	0.04190358367
885	0.04189971093
886	0.04188997409
887	0.04188367225
888	0.04187560115
889	0.0418663321
890	0.04186182806
891	0.0418602018
892	0.0418583349
893	0.04185250275
894	0.04184578914
895	0.04184480319
896	0.04184085774
897	0.04184075148
898	0.04183536839
899	0.04183527363
900	0.0418344068
901	0.04183085822
902	0.04182998584
903	0.04180821456
904	0.0418079055
905	0.04180574083
906	0.04180036864
907	0.04180028656
908	0.04178699773
909	0.041778374
910	0.04177736842
911	0.04177580836
912	0.04177254936
913	0.04177186765
914	0.04176439953
915	0.04176220329
916	0.04175149536
917	0.04174319323
918	0.04173843317
919	0.04173274807
920	0.04173180362
921	0.04173079866
922	0.04172995042
923	0.04170904735
924	0.04170562158
925	0.04170136494
926	0.0417006742
927	0.04169906241
928	0.04169420545
929	0.04168637418
930	0.04168629864
931	0.04167727362
932	0.04167646681
933	0.04167555486
934	0.04167433342
935	0.04167001058
936	0.04166872772
937	0.04165678691
938	0.04165599098
939	0.04165468135
940	0.0416543551
941	0.04165277975
942	0.04165114929
943	0.04165069225
944	0.0416465589
945	0.04164583263
946	0.04164519463
947	0.04164486328
948	0.04163047236
949	0.04162160673
950	0.04161792109
951	0.0416174063
952	0.04161389759
953	0.04161272787
954	0.04160784765
955	0.04160700089
956	0.04160680517
957	0.04160348129
958	0.04159803899
959	0.04159338118
960	0.04158597627
961	0.04158470553
962	0.04158379201
963	0.04158222707
964	0.04158115631
965	0.0415809499
966	0.04157609644
967	0.0415746137
968	0.04156903889
969	0.04156795187
970	0.04156041323
971	0.04155579796
972	0.0415552447
973	0.04154969361
974	0.0415482688
975	0.04154376425
976	0.04154228268
977	0.04154203468
978	0.04154126356
979	0.04153850937
980	0.04153659719
981	0.04149840584
982	0.04149766681
983	0.04149582562
984	0.04149033204
985	0.04148536538
986	0.04148400952
987	0.04148340529
988	0.0414828941
989	0.04148248212
990	0.04148098821
991	0.04147906499
992	0.04147595364
993	0.041475838
994	0.04147450583
995	0.04147238481
996	0.04147217334
997	0.04147192014
998	0.04147149723
999	0.04146938344
