iter	RMSE
0	0.05262494028
1	0.05213080451
2	0.0517047184
3	0.05134313882
4	0.05102377214
5	0.05075160576
6	0.05050031208
7	0.05028641399
8	0.05010419495
9	0.04992585934
10	0.0497700025
11	0.04962447932
12	0.04949577963
13	0.04938255706
14	0.04929343954
15	0.04919930595
16	0.04910525485
17	0.04902362685
18	0.04894677521
19	0.0488841289
20	0.04882827334
21	0.04877367267
22	0.04868914912
23	0.04864758043
24	0.04859795301
25	0.04855773333
26	0.04851651669
27	0.0484555821
28	0.04842000952
29	0.04836724637
30	0.04831375602
31	0.04829858843
32	0.0482585036
33	0.0482453293
34	0.04820773468
35	0.04816195474
36	0.04812787494
37	0.04811615328
38	0.0480524004
39	0.04802395962
40	0.04799103237
41	0.04797452015
42	0.04795342476
43	0.04794652532
44	0.04792474022
45	0.04789681344
46	0.04787586273
47	0.04786513457
48	0.04784191825
49	0.04782952529
50	0.04781227205
51	0.04778432376
52	0.04776009911
53	0.04773645958
54	0.04773469497
55	0.04765951667
56	0.04761712383
57	0.04754367355
58	0.04752497258
59	0.04749629022
60	0.0474706403
61	0.04744576551
62	0.04743847345
63	0.04741938516
64	0.04740948045
65	0.04740748949
66	0.047376723
67	0.04737546303
68	0.04737129777
69	0.04735332996
70	0.04731969511
71	0.0472976372
72	0.04727945923
73	0.04725055549
74	0.04721076162
75	0.04715482312
76	0.04714601515
77	0.04709226622
78	0.04709073379
79	0.04708145031
80	0.04706222771
81	0.04706090961
82	0.04703451795
83	0.04698736752
84	0.04698619581
85	0.04695752776
86	0.04694763258
87	0.04692474356
88	0.046919741
89	0.04685787005
90	0.04685398037
91	0.0468437492
92	0.04679509849
93	0.04675895641
94	0.04674333967
95	0.04673276792
96	0.04672176466
97	0.04670558794
98	0.04668960591
99	0.04667890186
100	0.04667393399
101	0.04667244339
102	0.04665386762
103	0.04664186372
104	0.04662739762
105	0.04662246083
106	0.04661966947
107	0.04660983322
108	0.04658735829
109	0.04657363799
110	0.04655457037
111	0.04654894546
112	0.04654348931
113	0.04650434956
114	0.04647569368
115	0.04645630292
116	0.04644850525
117	0.04644689851
118	0.04641772941
119	0.04641706097
120	0.04638400545
121	0.04635279529
122	0.0463474769
123	0.04634311819
124	0.04632384883
125	0.04631039069
126	0.04629450952
127	0.04626338305
128	0.04624802658
129	0.04624459399
130	0.04622950682
131	0.04622852956
132	0.04621984333
133	0.04621854157
134	0.04619765081
135	0.04619051091
136	0.04618544569
137	0.04617956449
138	0.04617804245
139	0.04614002647
140	0.04611542622
141	0.04609688075
142	0.04608781735
143	0.04607708435
144	0.04607160921
145	0.04605825822
146	0.04604163234
147	0.04602400571
148	0.04601183359
149	0.04600410719
150	0.04599685317
151	0.04599178591
152	0.04598131761
153	0.04597773641
154	0.04595373934
155	0.04594196304
156	0.0459386907
157	0.04591750106
158	0.04590660402
159	0.04589602857
160	0.04589147045
161	0.04588320494
162	0.04587037592
163	0.04586816657
164	0.04584650489
165	0.04584371002
166	0.04582915531
167	0.04581361318
168	0.04580930861
169	0.04579903564
170	0.04577584392
171	0.04574752609
172	0.0457406364
173	0.04570113893
174	0.0456869604
175	0.04568272827
176	0.04567658396
177	0.04567593079
178	0.04566718403
179	0.04566661184
180	0.04566245793
181	0.0456586052
182	0.04565047965
183	0.04564198677
184	0.04562029227
185	0.04561978622
186	0.0456161697
187	0.04560591491
188	0.04558453852
189	0.04556538139
190	0.04555311911
191	0.04552890495
192	0.04552058827
193	0.04551784794
194	0.04549044175
195	0.04548655148
196	0.04547821617
197	0.0454745454
198	0.04547218741
199	0.04546916842
200	0.04544433107
201	0.04541975761
202	0.04540625114
203	0.04539616331
204	0.04539395974
205	0.04538762575
206	0.04536551517
207	0.04536504039
208	0.0453615974
209	0.04535910821
210	0.04535734946
211	0.04533365381
212	0.04532352536
213	0.04530642983
214	0.04529762903
215	0.04529575797
216	0.04528631468
217	0.04526709352
218	0.04526439745
219	0.0452498308
220	0.04524073237
221	0.04522070661
222	0.04520670458
223	0.04520495078
224	0.04518379454
225	0.04516470918
226	0.04516326012
227	0.04515429733
228	0.04513538858
229	0.04513311623
230	0.04512893723
231	0.04512676647
232	0.0451254419
233	0.04512417947
234	0.04512163414
235	0.04511767129
236	0.04510273774
237	0.04509365114
238	0.04509161787
239	0.04508511168
240	0.04507297868
241	0.04507177861
242	0.04506801579
243	0.04506444507
244	0.04506148942
245	0.04505937595
246	0.04503854131
247	0.04503520163
248	0.04502019503
249	0.0450080188
250	0.04498532938
251	0.04495384201
252	0.04495239618
253	0.04494214797
254	0.04494023132
255	0.04493840124
256	0.04492369625
257	0.04492244135
258	0.04491841151
259	0.04490203716
260	0.04489092385
261	0.04488778125
262	0.04488333474
263	0.04488222988
264	0.04488161433
265	0.04487926449
266	0.04487751215
267	0.04487564707
268	0.04486772169
269	0.04484749176
270	0.04482487036
271	0.04481078914
272	0.04478962225
273	0.04477725237
274	0.04477359652
275	0.04477248594
276	0.04477149967
277	0.04476856153
278	0.04476761166
279	0.04475951706
280	0.04475413343
281	0.04475050666
282	0.04472504027
283	0.04471936893
284	0.04471848699
285	0.04470051019
286	0.04469064738
287	0.04466484676
288	0.04465475324
289	0.0446509794
290	0.04464629012
291	0.04464266509
292	0.04464236496
293	0.04463269604
294	0.04463177493
295	0.04460711189
296	0.04460044948
297	0.04459620535
298	0.04458500881
299	0.04457638438
300	0.04454968076
301	0.04454890347
302	0.04453372344
303	0.04452706691
304	0.04451351151
305	0.04451018595
306	0.04450938608
307	0.04450822692
308	0.04450426688
309	0.04449596093
310	0.04449438262
311	0.04446498103
312	0.04445979586
313	0.04445927396
314	0.04445043744
315	0.04444726161
316	0.04444466975
317	0.04444418501
318	0.04443926445
319	0.04443882789
320	0.04443216323
321	0.04443067632
322	0.04442607302
323	0.04442321138
324	0.04441415551
325	0.04440990815
326	0.04440691926
327	0.04439622851
328	0.04439580422
329	0.0443878111
330	0.0443765185
331	0.0443716403
332	0.04436358651
333	0.04436030009
334	0.0443530193
335	0.04434983201
336	0.04434627288
337	0.04433891135
338	0.04432531338
339	0.04432255697
340	0.04431944361
341	0.04431870773
342	0.04430752202
343	0.04430512978
344	0.04429369833
345	0.04429146856
346	0.04428938987
347	0.04428268255
348	0.04427984354
349	0.04427739236
350	0.04426832907
351	0.04426772645
352	0.04424569462
353	0.0442430164
354	0.04421714082
355	0.04421409965
356	0.04420603971
357	0.04420169468
358	0.04418088828
359	0.04416838575
360	0.04416095217
361	0.04415548216
362	0.04415246996
363	0.04413993151
364	0.04412694663
365	0.04411873657
366	0.04411691976
367	0.04411455846
368	0.04411286084
369	0.0441057724
370	0.04410182233
371	0.04410120637
372	0.04409884528
373	0.04409829475
374	0.04409670587
375	0.04409455054
376	0.04408795432
377	0.04408336449
378	0.04406572683
379	0.04406376291
380	0.04406236713
